Filepath,Label,Prediction
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0105.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0110.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0118.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0127.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0136.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0146.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0158.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0160.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0161.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0171.png,plate 2x2,brick 1x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0179.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0181.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0185.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0187.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0188.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0197.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0201.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0205.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0207.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0209.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0218.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0222.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0232.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0235.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0236.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0259.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0270.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0274.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0281.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0282.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0285.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0292.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0293.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0296.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0300.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0305.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0309.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0310.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0313.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0314.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0317.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0318.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0326.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0327.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0335.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0337.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0339.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0340.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0343.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0348.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0354.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0357.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0358.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0362.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0364.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0370.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0373.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0375.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0380.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0388.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0390.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0392.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0396.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3022 Plate 2x2\201706161906-0400.png,plate 2x2,plate 2x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0007.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0009.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0010.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0023.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0024.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0028.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0034.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0035.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0037.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0054.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0056.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0061.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0085.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0088.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0101.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0103.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0105.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0110.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0118.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0127.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0136.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0146.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0158.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0160.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0161.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0171.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0179.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0181.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0185.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0187.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0188.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0197.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0201.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0205.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0207.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0209.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0218.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0222.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0232.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0235.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0236.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0259.png,plate 1x2,plate 2x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0270.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0274.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0281.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0282.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0285.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0292.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0293.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0296.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0300.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0305.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0309.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0310.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0313.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0314.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0317.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0318.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0326.png,plate 1x2,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3023 Plate 1x2\0327.png,plate 1x2,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3023 Plate 1x2\0335.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0337.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0339.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0340.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0343.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0348.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0354.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0357.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0358.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0362.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0364.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0370.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0373.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0375.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0380.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0388.png,plate 1x2,plate 1x2
..\ML\Lego\processed_data\test\3023 Plate 1x2\0390.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0392.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0396.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3023 Plate 1x2\0400.png,plate 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3024 Plate 1x1\0007.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0009.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0010.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0023.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0024.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0028.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0034.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0035.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0037.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0054.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0056.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0061.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0085.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0088.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0101.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0103.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0105.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0110.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0118.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0127.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0136.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0146.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0158.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0160.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0161.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0171.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0179.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0181.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0185.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0187.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0188.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0197.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0201.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0205.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0207.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0209.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0218.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0222.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0232.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0235.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0236.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0259.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0270.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0274.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0281.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0282.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0285.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0292.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0293.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0296.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0300.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0305.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0309.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0310.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0313.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0314.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0317.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0318.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0326.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0327.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0335.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0337.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0339.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0340.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0343.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0348.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0354.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0357.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0358.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0362.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0364.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0370.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0373.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0375.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0380.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0388.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0390.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0392.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0396.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3024 Plate 1x1\0400.png,plate 1x1,plate 1x1
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0007.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0009.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0010.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0023.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0024.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0028.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0034.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0035.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0037.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0054.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0056.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0061.png,roof tile 1x2x45deg,brick 1x2
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0085.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0088.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0101.png,roof tile 1x2x45deg,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0103.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0105.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0110.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0118.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0127.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0136.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0146.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0158.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0160.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0161.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0171.png,roof tile 1x2x45deg,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0179.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0181.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0185.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0187.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0188.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0197.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0201.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0205.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0207.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0209.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0218.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0222.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0232.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0235.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0236.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0259.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0270.png,roof tile 1x2x45deg,roof tile 1x2x45deg
